index	prediction
3967	neutral
3968	contradiction
3969	contradiction
3970	entailment
3971	neutral
3972	neutral
3973	contradiction
3974	entailment
3975	entailment
3976	contradiction
3977	neutral
3978	neutral
3979	entailment
3980	contradiction
3981	neutral
3982	contradiction
3983	neutral
3984	neutral
3985	contradiction
3986	neutral
3987	neutral
3988	entailment
3989	neutral
3990	contradiction
3991	entailment
3992	neutral
3993	neutral
3994	contradiction
3995	entailment
3996	neutral
3997	contradiction
3998	entailment
3999	neutral
4000	neutral
4001	contradiction
4002	neutral
4003	contradiction
4004	entailment
4005	contradiction
4006	neutral
4007	contradiction
4008	neutral
4009	entailment
4010	contradiction
4011	entailment
4012	neutral
4013	neutral
4014	neutral
4015	entailment
4016	neutral
4017	contradiction
4018	contradiction
4019	neutral
4020	neutral
4021	neutral
4022	neutral
4023	contradiction
4024	neutral
4025	entailment
4026	neutral
4027	entailment
4028	entailment
4029	entailment
4030	neutral
4031	neutral
4032	neutral
4033	entailment
4034	entailment
4035	entailment
4036	neutral
4037	neutral
4038	entailment
4039	neutral
4040	contradiction
4041	neutral
4042	contradiction
4043	neutral
4044	contradiction
4045	neutral
4046	neutral
4047	neutral
4048	neutral
4049	contradiction
4050	neutral
4051	contradiction
4052	neutral
4053	neutral
4054	contradiction
4055	entailment
4056	entailment
4057	contradiction
4058	neutral
4059	neutral
4060	entailment
4061	neutral
4062	contradiction
4063	neutral
4064	neutral
4065	neutral
4066	entailment
4067	contradiction
4068	neutral
4069	contradiction
4070	neutral
4071	entailment
4072	neutral
4073	neutral
4074	neutral
4075	entailment
4076	neutral
4077	neutral
4078	neutral
4079	entailment
4080	entailment
4081	neutral
4082	neutral
4083	neutral
4084	entailment
4085	neutral
4086	entailment
4087	neutral
4088	neutral
4089	contradiction
4090	neutral
4091	entailment
4092	contradiction
4093	entailment
4094	entailment
4095	entailment
4096	contradiction
4097	contradiction
4098	contradiction
4099	neutral
4100	neutral
4101	contradiction
4102	entailment
4103	neutral
4104	neutral
4105	neutral
4106	contradiction
4107	entailment
4108	neutral
4109	neutral
4110	contradiction
4111	entailment
4112	neutral
4113	entailment
4114	entailment
4115	contradiction
4116	contradiction
4117	neutral
4118	neutral
4119	neutral
4120	neutral
4121	contradiction
4122	neutral
4123	contradiction
4124	entailment
4125	contradiction
4126	entailment
4127	entailment
4128	neutral
4129	neutral
4130	neutral
4131	contradiction
4132	neutral
4133	entailment
4134	contradiction
4135	neutral
4136	entailment
4137	contradiction
4138	entailment
4139	entailment
4140	entailment
4141	contradiction
4142	entailment
4143	neutral
4144	neutral
4145	entailment
4146	contradiction
4147	entailment
4148	contradiction
4149	neutral
4150	entailment
4151	entailment
4152	neutral
4153	neutral
4154	neutral
4155	entailment
4156	neutral
4157	contradiction
4158	contradiction
4159	entailment
4160	entailment
4161	neutral
4162	neutral
4163	entailment
4164	neutral
4165	neutral
4166	neutral
4167	neutral
4168	neutral
4169	contradiction
4170	neutral
4171	contradiction
4172	entailment
4173	entailment
4174	neutral
4175	neutral
4176	contradiction
4177	entailment
4178	neutral
4179	contradiction
4180	neutral
4181	entailment
4182	contradiction
4183	entailment
4184	contradiction
4185	entailment
4186	contradiction
4187	neutral
4188	neutral
4189	entailment
4190	entailment
4191	contradiction
4192	neutral
4193	neutral
4194	entailment
4195	neutral
4196	contradiction
4197	entailment
4198	neutral
4199	entailment
4200	neutral
4201	entailment
4202	contradiction
4203	neutral
4204	neutral
4205	neutral
4206	neutral
4207	entailment
4208	contradiction
4209	neutral
4210	neutral
4211	neutral
4212	neutral
4213	neutral
4214	neutral
4215	entailment
4216	entailment
4217	contradiction
4218	neutral
4219	neutral
4220	contradiction
4221	contradiction
4222	neutral
4223	entailment
4224	neutral
4225	contradiction
4226	entailment
4227	neutral
4228	entailment
4229	neutral
4230	neutral
4231	neutral
4232	neutral
4233	neutral
4234	neutral
4235	entailment
4236	contradiction
4237	entailment
4238	neutral
4239	contradiction
4240	neutral
4241	entailment
4242	neutral
4243	contradiction
4244	neutral
4245	neutral
4246	neutral
4247	neutral
4248	contradiction
4249	entailment
4250	entailment
4251	contradiction
4252	entailment
4253	neutral
4254	contradiction
4255	neutral
4256	neutral
4257	contradiction
4258	neutral
4259	entailment
4260	contradiction
4261	entailment
4262	neutral
4263	entailment
4264	neutral
4265	contradiction
4266	contradiction
4267	neutral
4268	neutral
4269	contradiction
4270	contradiction
4271	contradiction
4272	neutral
4273	contradiction
4274	neutral
4275	contradiction
4276	contradiction
4277	neutral
4278	neutral
4279	contradiction
4280	entailment
4281	neutral
4282	neutral
4283	neutral
4284	contradiction
4285	entailment
4286	entailment
4287	contradiction
4288	contradiction
4289	entailment
4290	neutral
4291	entailment
4292	neutral
4293	neutral
4294	neutral
4295	entailment
4296	neutral
4297	entailment
4298	neutral
4299	entailment
4300	entailment
4301	contradiction
4302	neutral
4303	entailment
4304	contradiction
4305	entailment
4306	neutral
4307	contradiction
4308	neutral
4309	contradiction
4310	entailment
4311	contradiction
4312	entailment
4313	neutral
4314	contradiction
4315	neutral
4316	entailment
4317	contradiction
4318	neutral
4319	entailment
4320	entailment
4321	neutral
4322	contradiction
4323	entailment
4324	contradiction
4325	entailment
4326	neutral
4327	entailment
4328	contradiction
4329	contradiction
4330	entailment
4331	contradiction
4332	entailment
4333	contradiction
4334	entailment
4335	contradiction
4336	entailment
4337	neutral
4338	neutral
4339	neutral
4340	entailment
4341	contradiction
4342	contradiction
4343	entailment
4344	neutral
4345	entailment
4346	neutral
4347	neutral
4348	entailment
4349	contradiction
4350	contradiction
4351	neutral
4352	neutral
4353	contradiction
4354	entailment
4355	neutral
4356	neutral
4357	contradiction
4358	entailment
4359	entailment
4360	entailment
4361	neutral
4362	entailment
4363	neutral
4364	contradiction
4365	contradiction
4366	contradiction
4367	entailment
4368	contradiction
4369	entailment
4370	entailment
4371	entailment
4372	contradiction
4373	neutral
4374	contradiction
4375	neutral
4376	entailment
4377	neutral
4378	neutral
4379	contradiction
4380	contradiction
4381	contradiction
4382	entailment
4383	entailment
4384	contradiction
4385	neutral
4386	contradiction
4387	contradiction
4388	entailment
4389	neutral
4390	contradiction
4391	entailment
4392	contradiction
4393	entailment
4394	neutral
4395	neutral
4396	neutral
4397	neutral
4398	neutral
4399	entailment
4400	entailment
4401	entailment
4402	neutral
4403	neutral
4404	entailment
4405	contradiction
4406	neutral
4407	contradiction
4408	contradiction
4409	contradiction
4410	neutral
4411	contradiction
4412	neutral
4413	contradiction
4414	entailment
4415	neutral
4416	neutral
4417	contradiction
4418	entailment
4419	contradiction
4420	neutral
4421	entailment
4422	neutral
4423	contradiction
4424	entailment
4425	neutral
4426	contradiction
4427	entailment
4428	entailment
4429	neutral
4430	neutral
4431	entailment
4432	neutral
4433	contradiction
4434	entailment
4435	contradiction
4436	neutral
4437	entailment
4438	entailment
4439	entailment
4440	neutral
4441	neutral
4442	contradiction
4443	neutral
4444	contradiction
4445	entailment
4446	neutral
4447	entailment
4448	entailment
4449	contradiction
4450	entailment
4451	neutral
4452	contradiction
4453	neutral
4454	neutral
4455	neutral
4456	entailment
4457	contradiction
4458	contradiction
4459	entailment
4460	contradiction
4461	entailment
4462	entailment
4463	neutral
4464	neutral
4465	entailment
4466	entailment
4467	entailment
4468	contradiction
4469	contradiction
4470	contradiction
4471	contradiction
4472	entailment
4473	contradiction
4474	entailment
4475	contradiction
4476	contradiction
4477	contradiction
4478	neutral
4479	neutral
4480	entailment
4481	entailment
4482	entailment
4483	contradiction
4484	entailment
4485	entailment
4486	neutral
4487	neutral
4488	entailment
4489	neutral
4490	entailment
4491	neutral
4492	neutral
4493	neutral
4494	contradiction
4495	entailment
4496	contradiction
4497	contradiction
4498	entailment
4499	contradiction
4500	contradiction
4501	neutral
4502	entailment
4503	entailment
4504	neutral
4505	contradiction
4506	entailment
4507	entailment
4508	contradiction
4509	neutral
4510	contradiction
4511	contradiction
4512	neutral
4513	entailment
4514	contradiction
4515	entailment
4516	contradiction
4517	neutral
4518	contradiction
4519	neutral
4520	neutral
4521	contradiction
4522	entailment
4523	neutral
4524	contradiction
4525	neutral
4526	entailment
4527	entailment
4528	contradiction
4529	neutral
4530	neutral
4531	contradiction
4532	entailment
4533	entailment
4534	contradiction
4535	neutral
4536	neutral
4537	neutral
4538	neutral
4539	contradiction
4540	contradiction
4541	entailment
4542	contradiction
4543	neutral
4544	neutral
4545	entailment
4546	contradiction
4547	contradiction
4548	neutral
4549	contradiction
4550	entailment
4551	neutral
4552	neutral
4553	neutral
4554	neutral
4555	entailment
4556	entailment
4557	neutral
4558	neutral
4559	neutral
4560	neutral
4561	contradiction
4562	entailment
4563	contradiction
4564	neutral
4565	neutral
4566	contradiction
4567	contradiction
4568	neutral
4569	entailment
4570	contradiction
4571	neutral
4572	neutral
4573	neutral
4574	neutral
4575	neutral
4576	neutral
4577	neutral
4578	contradiction
4579	neutral
4580	neutral
4581	contradiction
4582	neutral
4583	neutral
4584	neutral
4585	entailment
4586	neutral
4587	neutral
4588	neutral
4589	contradiction
4590	entailment
4591	contradiction
4592	entailment
4593	entailment
4594	neutral
4595	neutral
4596	neutral
4597	neutral
4598	entailment
4599	contradiction
4600	neutral
4601	neutral
4602	contradiction
4603	neutral
4604	contradiction
4605	neutral
4606	neutral
4607	neutral
4608	entailment
4609	contradiction
4610	neutral
4611	contradiction
4612	neutral
4613	neutral
4614	neutral
4615	entailment
4616	entailment
4617	contradiction
4618	contradiction
4619	entailment
4620	neutral
4621	neutral
4622	entailment
4623	contradiction
4624	contradiction
4625	entailment
4626	neutral
4627	entailment
4628	neutral
4629	entailment
4630	contradiction
4631	entailment
4632	neutral
4633	neutral
4634	neutral
4635	entailment
4636	neutral
4637	contradiction
4638	neutral
4639	neutral
4640	neutral
4641	neutral
4642	entailment
4643	neutral
4644	entailment
4645	contradiction
4646	contradiction
4647	neutral
4648	entailment
4649	neutral
4650	neutral
4651	neutral
4652	entailment
4653	entailment
4654	neutral
4655	entailment
4656	neutral
4657	entailment
4658	neutral
4659	entailment
4660	contradiction
4661	contradiction
4662	contradiction
4663	entailment
4664	neutral
4665	contradiction
4666	contradiction
4667	contradiction
4668	neutral
4669	neutral
4670	neutral
4671	contradiction
4672	neutral
4673	neutral
4674	neutral
4675	contradiction
4676	neutral
4677	contradiction
4678	neutral
4679	entailment
4680	contradiction
4681	neutral
4682	contradiction
4683	contradiction
4684	entailment
4685	neutral
4686	neutral
4687	neutral
4688	entailment
4689	neutral
4690	contradiction
4691	neutral
4692	entailment
4693	neutral
4694	neutral
4695	contradiction
4696	entailment
4697	contradiction
4698	entailment
4699	contradiction
4700	neutral
4701	entailment
4702	contradiction
4703	neutral
4704	contradiction
4705	neutral
4706	entailment
4707	entailment
4708	neutral
4709	neutral
4710	contradiction
4711	entailment
4712	neutral
4713	neutral
4714	neutral
4715	contradiction
4716	entailment
4717	entailment
4718	neutral
4719	contradiction
4720	contradiction
4721	entailment
4722	neutral
4723	entailment
4724	neutral
4725	contradiction
4726	neutral
4727	contradiction
4728	contradiction
4729	contradiction
4730	contradiction
4731	entailment
4732	entailment
4733	entailment
4734	neutral
4735	entailment
4736	neutral
4737	entailment
4738	contradiction
4739	entailment
4740	neutral
4741	contradiction
4742	neutral
4743	contradiction
4744	contradiction
4745	contradiction
4746	contradiction
4747	contradiction
4748	entailment
4749	contradiction
4750	neutral
4751	neutral
4752	contradiction
4753	entailment
4754	neutral
4755	entailment
4756	entailment
4757	contradiction
4758	neutral
4759	contradiction
4760	neutral
4761	contradiction
4762	entailment
4763	entailment
4764	entailment
4765	contradiction
4766	neutral
4767	entailment
4768	neutral
4769	contradiction
4770	contradiction
4771	entailment
4772	neutral
4773	neutral
4774	neutral
4775	neutral
4776	neutral
4777	neutral
4778	neutral
4779	entailment
4780	neutral
4781	entailment
4782	contradiction
4783	neutral
4784	entailment
4785	contradiction
4786	neutral
4787	entailment
4788	contradiction
4789	contradiction
4790	contradiction
4791	contradiction
4792	contradiction
4793	neutral
4794	entailment
4795	contradiction
4796	neutral
4797	entailment
4798	neutral
4799	neutral
4800	contradiction
4801	entailment
4802	neutral
4803	entailment
4804	neutral
4805	contradiction
4806	contradiction
4807	neutral
4808	entailment
4809	entailment
4810	contradiction
4811	neutral
4812	contradiction
4813	entailment
4814	neutral
4815	entailment
4816	entailment
4817	neutral
4818	contradiction
4819	neutral
4820	neutral
4821	entailment
4822	contradiction
4823	neutral
4824	neutral
4825	entailment
4826	contradiction
4827	neutral
4828	neutral
4829	neutral
4830	contradiction
4831	neutral
4832	neutral
4833	neutral
4834	contradiction
4835	neutral
4836	neutral
4837	contradiction
4838	contradiction
4839	contradiction
4840	entailment
4841	entailment
4842	contradiction
4843	neutral
4844	contradiction
4845	neutral
4846	entailment
4847	contradiction
4848	entailment
4849	neutral
4850	neutral
4851	entailment
4852	contradiction
4853	neutral
4854	entailment
4855	neutral
4856	neutral
4857	neutral
4858	entailment
4859	contradiction
4860	contradiction
4861	entailment
4862	contradiction
4863	neutral
4864	entailment
4865	entailment
4866	neutral
4867	neutral
4868	entailment
4869	entailment
4870	contradiction
4871	neutral
4872	neutral
4873	entailment
4874	entailment
4875	entailment
4876	entailment
4877	contradiction
4878	contradiction
4879	entailment
4880	contradiction
4881	neutral
4882	contradiction
4883	neutral
4884	entailment
4885	contradiction
4886	entailment
4887	entailment
4888	neutral
4889	contradiction
4890	contradiction
4891	entailment
4892	contradiction
4893	contradiction
4894	entailment
4895	neutral
4896	entailment
4897	contradiction
4898	contradiction
4899	entailment
4900	neutral
4901	entailment
4902	neutral
4903	neutral
4904	contradiction
4905	neutral
4906	neutral
4907	neutral
4908	neutral
4909	neutral
4910	neutral
4911	contradiction
4912	entailment
4913	entailment
4914	entailment
4915	entailment
4916	entailment
4917	neutral
4918	contradiction
4919	entailment
4920	contradiction
4921	neutral
4922	entailment
4923	contradiction
4924	neutral
4925	neutral
4926	entailment
4927	neutral
4928	contradiction
4929	contradiction
4930	entailment
4931	entailment
4932	contradiction
4933	entailment
4934	contradiction
4935	neutral
4936	entailment
4937	contradiction
4938	entailment
4939	entailment
4940	entailment
4941	entailment
4942	contradiction
4943	neutral
4944	contradiction
4945	entailment
4946	neutral
4947	neutral
4948	neutral
4949	neutral
4950	neutral
4951	entailment
4952	contradiction
4953	contradiction
4954	entailment
4955	neutral
4956	neutral
4957	contradiction
4958	neutral
4959	neutral
4960	contradiction
4961	entailment
4962	entailment
4963	contradiction
4964	neutral
4965	entailment
4966	neutral
4967	contradiction
4968	contradiction
4969	contradiction
4970	entailment
4971	contradiction
4972	contradiction
4973	entailment
4974	contradiction
4975	neutral
4976	entailment
4977	entailment
4978	contradiction
4979	neutral
4980	entailment
4981	neutral
4982	entailment
4983	contradiction
4984	entailment
4985	entailment
4986	contradiction
4987	entailment
4988	entailment
4989	entailment
4990	entailment
4991	contradiction
4992	entailment
4993	neutral
4994	contradiction
4995	neutral
4996	contradiction
4997	entailment
4998	entailment
4999	entailment
5000	neutral
5001	entailment
5002	contradiction
5003	entailment
